source,id,id_raw,tier_raw,tier,seq,title,description
scf,scf:mnt-02.1,MNT-02.1,Controls,1,642,Automated Maintenance Activities,"Automated mechanisms exist to schedule, conduct and document maintenance and repairs."
scf,scf:mnt-03,MNT-03,Controls,1,643,Timely Maintenance,Mechanisms exist to obtain maintenance support and/or spare parts for systems within a defined Recovery Time Objective (RTO).
scf,scf:mnt-03.1,MNT-03.1,Controls,1,644,Preventative Maintenance,"Mechanisms exist to perform preventive maintenance on critical systems, applications and services."
scf,scf:mnt-03.2,MNT-03.2,Controls,1,645,Predictive Maintenance,"Mechanisms exist to perform predictive maintenance on critical systems, applications and services."
scf,scf:mnt-03.3,MNT-03.3,Controls,1,646,Automated Support For Predictive Maintenance,Automated mechanisms exist to transfer predictive maintenance data to a computerized maintenance management system.
scf,scf:mnt-04,MNT-04,Controls,1,647,Maintenance Tools,"Mechanisms exist to control and monitor the use of system maintenance tools. 

Methods To Comply With SCF Controls:
- VisibleOps security management"
scf,scf:mnt-04.1,MNT-04.1,Controls,1,648,Inspect Tools ,Mechanisms exist to inspect maintenance tools carried into a facility by maintenance personnel for improper or unauthorized modifications. 
scf,scf:mnt-04.2,MNT-04.2,Controls,1,649,Inspect Media ,Mechanisms exist to check media containing diagnostic and test programs for malicious code before the media are used. 
scf,scf:mnt-04.3,MNT-04.3,Controls,1,650,Prevent Unauthorized Removal ,Mechanisms exist to prevent or control the removal of equipment undergoing maintenance that containing organizational information.
scf,scf:mnt-04.4,MNT-04.4,Controls,1,651,Restrict Tool Usage,Automated mechanisms exist to restrict the use of maintenance tools to authorized maintenance personnel and/or roles.
scf,scf:mnt-05,MNT-05,Controls,1,652,Remote Maintenance,"Mechanisms exist to authorize, monitor and control remote, non-local maintenance and diagnostic activities."
scf,scf:mnt-05.1,MNT-05.1,Controls,1,653,Auditing Remote Maintenance,"Mechanisms exist to audit remote, non-local maintenance and diagnostic sessions, as well as review the maintenance action performed during remote maintenance sessions. "
scf,scf:mnt-05.2,MNT-05.2,Controls,1,654,Remote Maintenance Notifications,"Mechanisms exist to require maintenance personnel to notify affected stakeholders when remote, non-local maintenance is planned (e.g., date/time)."
scf,scf:mnt-05.3,MNT-05.3,Controls,1,655,Remote Maintenance Cryptographic Protection,"Cryptographic mechanisms exist to protect the integrity and confidentiality of remote, non-local maintenance and diagnostic communications. "
scf,scf:mnt-05.4,MNT-05.4,Controls,1,656,Remote Maintenance Disconnect Verification,"Mechanisms exist to provide remote disconnect verification to ensure remote, non-local maintenance and diagnostic sessions are properly terminated."
scf,scf:mnt-05.5,MNT-05.5,Controls,1,657,Remote Maintenance Pre-Approval,"Mechanisms exist to require maintenance personnel to obtain pre-approval and scheduling for remote, non-local maintenance sessions.

Methods To Comply With SCF Controls:
- VisibleOps security management"
scf,scf:mnt-05.6,MNT-05.6,Controls,1,658,Remote Maintenance Comparable Security & Sanitization,"Mechanisms exist to require systems performing remote, non-local maintenance and / or diagnostic services implement a security capability comparable to the capability implemented on the system being serviced."
scf,scf:mnt-05.7,MNT-05.7,Controls,1,659,Separation of Maintenance Sessions,Mechanisms exist to protect maintenance sessions through replay-resistant sessions that are physically or logically separated communications paths from other network sessions.
scf,scf:mnt-06,MNT-06,Controls,1,660,Authorized Maintenance Personnel,"Mechanisms exist to maintain a current list of authorized maintenance organizations or personnel.

Methods To Comply With SCF Controls:
- VisibleOps security management"
scf,scf:mnt-06.1,MNT-06.1,Controls,1,661,Maintenance Personnel Without Appropriate Access ,"Mechanisms exist to ensure the risks associated with maintenance personnel who do not have appropriate access authorizations, clearances or formal access approvals are appropriately mitigated.

Methods To Comply With SCF Controls:
- VisibleOps security management"
scf,scf:mnt-06.2,MNT-06.2,Controls,1,662,Non-System Related Maintenance,Mechanisms exist to ensure that non-escorted personnel performing non-IT maintenance activities in the physical proximity of IT systems have required access authorizations.
scf,scf:mnt-07,MNT-07,Controls,1,663,Maintain Configuration Control During Maintenance,Mechanisms exist to maintain proper physical security and configuration control over technology assets awaiting service or repair.
scf,scf:mnt-08,MNT-08,Controls,1,664,Field Maintenance,Mechanisms exist to securely conduct field maintenance on geographically deployed assets.
scf,scf:mnt-09,MNT-09,Controls,1,665,Off-Site Maintenance,Mechanisms exist to ensure off-site maintenance activities are conducted securely and the asset(s) undergoing maintenance actions are secured during physical transfer and storage while off-site.
scf,scf:mnt-10,MNT-10,Controls,1,666,Maintenance Validation,Mechanisms exist to validate maintenance activities were appropriately performed according to the work order and that security controls are operational.
scf,scf:mnt-11,MNT-11,Controls,1,667,Maintenance Monitoring,Mechanisms exist to maintain situational awareness of the quality and reliability of systems and components through tracking maintenance activities and component failure rates.
scf,scf:mdm-01,MDM-01,Controls,1,668,Centralized Management Of Mobile Devices ,"Mechanisms exist to develop, govern & update procedures to facilitate the implementation of mobile device management controls."
scf,scf:mdm-02,MDM-02,Controls,1,669,Access Control For Mobile Devices,Mechanisms exist to enforce access control requirements for the connection of mobile devices to organizational systems. 
scf,scf:mdm-03,MDM-03,Controls,1,670,Full Device & Container-Based Encryption ,Cryptographic mechanisms exist to protect the confidentiality and integrity of information on mobile devices through full-device or container encryption.
scf,scf:mdm-04,MDM-04,Controls,1,671,Mobile Device Tampering,"Mechanisms exist to protect mobile devices from tampering through inspecting devices returning from locations that the organization deems to be of significant risk, prior to the device being connected to the organization’s network."
scf,scf:mdm-05,MDM-05,Controls,1,672,Remote Purging,Mechanisms exist to remotely purge selected information from mobile devices. 
scf,scf:mdm-06,MDM-06,Controls,1,673,Personally-Owned Mobile Devices ,"Mechanisms exist to restrict the connection of personally-owned, mobile devices to organizational systems and networks. "
scf,scf:mdm-07,MDM-07,Controls,1,674,Organization-Owned Mobile Devices ,Mechanisms exist to prohibit the installation of non-approved applications or approved applications not obtained through the organization-approved application store.
scf,scf:mdm-08,MDM-08,Controls,1,675,Mobile Device Data Retention Limitations,Mechanisms exist to limit data retention on mobile devices to the smallest usable dataset and timeframe.
scf,scf:mdm-09,MDM-09,Controls,1,676,Mobile Device Geofencing,Mechanisms exist to restrict the functionality of mobile devices based on geographic location.
scf,scf:mdm-10,MDM-10,Controls,1,677,Separate Mobile Device Profiles,Mechanisms exist to enforce a separate device workspace on applicable mobile devices to separate work-related and personal-related applications and data. 
scf,scf:mdm-11,MDM-11,Controls,1,678,Restricting Access To Authorized Devices,"Mechanisms exist to restrict the connectivity of unauthorized mobile devices from communicating with systems, applications and services."
scf,scf:net-01,NET-01,Controls,1,679,Network Security Controls (NSC),"Mechanisms exist to develop, govern & update procedures to facilitate the implementation of Network Security Controls (NSC).

Methods To Comply With SCF Controls:
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)"
scf,scf:net-01.1,NET-01.1,Controls,1,680,Zero Trust Architecture (ZTA),Mechanisms exist to treat all users and devices as potential threats and prevent access to data and resources until the users can be properly authenticated and their access authorized.
scf,scf:net-02,NET-02,Controls,1,681,Layered Network Defenses ,Mechanisms exist to implement security functions as a layered structure that minimizes interactions between layers of the design and avoiding any dependence by lower layers on the functionality or correctness of higher layers. 
scf,scf:net-02.1,NET-02.1,Controls,1,682,Denial of Service (DoS) Protection,Automated mechanisms exist to protect against or limit the effects of denial of service attacks. 
scf,scf:net-02.2,NET-02.2,Controls,1,683,Guest Networks,Mechanisms exist to implement and manage a secure guest network. 
scf,scf:net-02.3,NET-02.3,Controls,1,684,Cross Domain Solution (CDS),Mechanisms exist to implement a Cross Domain Solution (CDS) to mitigate the specific security risks of accessing or transferring information between security domains.
scf,scf:net-03,NET-03,Controls,1,685,Boundary Protection ,Mechanisms exist to monitor and control communications at the external network boundary and at key internal boundaries within the network.
scf,scf:net-03.1,NET-03.1,Controls,1,686,Limit Network Connections,Mechanisms exist to limit the number of concurrent external network connections to its systems. 
scf,scf:net-03.2,NET-03.2,Controls,1,687,External Telecommunications Services ,"Mechanisms exist to maintain a managed interface for each external telecommunication service that protects the confidentiality and integrity of the information being transmitted across each interface.

Methods To Comply With SCF Controls:
- Outbound content filtering"
scf,scf:net-03.3,NET-03.3,Controls,1,688,Prevent Discovery of Internal Information,Mechanisms exist to prevent the public disclosure of internal network information. 
scf,scf:net-03.4,NET-03.4,Controls,1,689,Personal Data (PD),"Mechanisms exist to apply network-based processing rules to data elements of Personal Data (PD).

Methods To Comply With SCF Controls:
- Data Loss Prevention (DLP)"
scf,scf:net-03.5,NET-03.5,Controls,1,690,Prevent Unauthorized Exfiltration,Automated mechanisms exist to prevent the unauthorized exfiltration of sensitive data across managed interfaces. 
scf,scf:net-03.6,NET-03.6,Controls,1,691,Dynamic Isolation & Segregation (Sandboxing),"Automated mechanisms exist to dynamically isolate (e.g., sandbox) untrusted components during runtime, where the component is isolated in a fault-contained environment but it can still collaborate with the application. "
scf,scf:net-03.7,NET-03.7,Controls,1,692,Isolation of Information System Components,"Mechanisms exist to employ boundary protections to isolate systems, services and processes that support critical missions and/or business functions. "
scf,scf:net-03.8,NET-03.8,Controls,1,693,Separate Subnet for Connecting to Different Security Domains,"Mechanisms exist to implement separate network addresses (e.g., different subnets) to connect to systems in different security domains."
scf,scf:net-04,NET-04,Controls,1,694,Data Flow Enforcement – Access Control Lists (ACLs),"Mechanisms exist to design, implement and review firewall and router configurations to restrict connections between untrusted networks and internal systems. 

Methods To Comply With SCF Controls:
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)"
scf,scf:net-04.1,NET-04.1,Controls,1,695,Deny Traffic by Default & Allow Traffic by Exception,"Mechanisms exist to configure firewall and router configurations to deny network traffic by default and allow network traffic by exception (e.g., deny all, permit by exception). "
scf,scf:net-04.2,NET-04.2,Controls,1,696,Object Security Attributes ,"Mechanisms exist to associate security attributes with information, source and destination objects to enforce defined information flow control configurations as a basis for flow control decisions. 

Methods To Comply With SCF Controls:
- NNT Change Tracker (https://www.newnettechnologies.com)"
scf,scf:net-04.3,NET-04.3,Controls,1,697,Content Check for Encrypted Data,Mechanisms exist to prevent encrypted data from bypassing content-checking mechanisms. 
scf,scf:net-04.4,NET-04.4,Controls,1,698,Embedded Data Types,"Mechanisms exist to enforce limitations on embedding data within other data types. 

Methods To Comply With SCF Controls:
- Prevent exfiltration through steganography"
scf,scf:net-04.5,NET-04.5,Controls,1,699,Metadata ,Mechanisms exist to enforce information flow controls based on metadata. 
scf,scf:net-04.6,NET-04.6,Controls,1,700,Human Reviews,Mechanisms exist to enforce the use of human reviews for Access Control Lists (ACLs) and similar rulesets on a routine basis. 
scf,scf:net-04.7,NET-04.7,Controls,1,701,Security Policy Filters,Automated mechanisms exist to enforce information flow control using security policy filters as a basis for flow control decisions.
scf,scf:net-04.8,NET-04.8,Controls,1,702,Data Type Identifiers,Automated mechanisms exist to utilize data type identifiers to validate data essential for information flow decisions when transferring information between different security domains.
scf,scf:net-04.9,NET-04.9,Controls,1,703,Decomposition Into Policy-Related Subcomponents,"Automated mechanisms exist to decompose information into policy-relevant subcomponents for submission to policy enforcement mechanisms, when transferring information between different security domains."
scf,scf:net-04.10,NET-04.10,Controls,1,704,Detection of Unsanctioned Information,"Automated mechanisms exist to implement security policy filters requiring fully enumerated formats that restrict data structure and content, when transferring information between different security domains."
scf,scf:net-04.11,NET-04.11,Controls,1,705,Approved Solutions,"Automated mechanisms exist to examine information for the presence of unsanctioned information and prohibits the transfer of such information, when transferring information between different security domains."
scf,scf:net-04.12,NET-04.12,Controls,1,706,Cross Domain Authentication,Automated mechanisms exist to uniquely identify and authenticate source and destination points for information transfer.
scf,scf:net-04.13,NET-04.13,Controls,1,707,Metadata Validation,Automated mechanisms exist to apply security and/or privacy filters on metadata.
scf,scf:net-05,NET-05,Controls,1,708,System Interconnections,"Mechanisms exist to authorize connections from systems to other systems using Interconnection Security Agreements (ISAs) that document, for each interconnection, the interface characteristics, security and privacy requirements and the nature of the information communicated.

Methods To Comply With SCF Controls:
- VisibleOps security management"
scf,scf:net-05.1,NET-05.1,Controls,1,709,External System Connections,Mechanisms exist to prohibit the direct connection of a sensitive system to an external network without the use of an organization-defined boundary protection device. 
scf,scf:net-05.2,NET-05.2,Controls,1,710,Internal System Connections,"Mechanisms exist to control internal system connections through authorizing internal connections of systems and documenting, for each internal connection, the interface characteristics, security requirements and the nature of the information communicated."
scf,scf:net-06,NET-06,Controls,1,711,Network Segmentation,"Mechanisms exist to ensure network architecture utilizes network segmentation to isolate systems, applications and services that protections from other network resources.

Methods To Comply With SCF Controls:
- Subnetting
- VLANs"
scf,scf:net-06.1,NET-06.1,Controls,1,712,Security Management Subnets,Mechanisms exist to implement security management subnets to isolate security tools and support components from other internal system components by implementing separate subnetworks with managed interfaces to other components of the system. 
scf,scf:net-06.2,NET-06.2,Controls,1,713,Virtual Local Area Network (VLAN) Separation,"Mechanisms exist to enable Virtual Local Area Networks (VLANs) to limit the ability of devices on a network to directly communicate with other devices on the subnet and limit an attacker's ability to laterally move to compromise neighboring systems. 

Methods To Comply With SCF Controls:
- Virtual Local Area Network (VLAN)"
scf,scf:net-06.3,NET-06.3,Controls,1,714,Sensitive / Regulated Data Enclave (Secure Zone),Mechanisms exist to implement segmentation controls to restrict inbound and outbound connectivity for sensitive / regulated data enclaves (secure zones). 
scf,scf:net-06.4,NET-06.4,Controls,1,715,Segregation From Enterprise Services,"Mechanisms exist to isolate sensitive / regulated data enclaves (secure zones) from corporate-provided IT resources by providing enclave-specific IT services (e.g., directory services, DNS, NTP, ITAM, antimalware, patch management, etc.) to those isolated network segments."
scf,scf:net-06.5,NET-06.5,Controls,1,716,Direct Internet Access Restrictions,"Mechanisms exist to prohibit, or strictly-control, Internet access from sensitive / regulated data enclaves (secure zones)."
scf,scf:net-07,NET-07,Controls,1,717,Remote Session Termination,Mechanisms exist to terminate remote sessions at the end of the session or after an organization-defined time period of inactivity. 
scf,scf:net-08,NET-08,Controls,1,718,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Mechanisms exist to employ Network Intrusion Detection / Prevention Systems (NIDS/NIPS) to detect and/or prevent intrusions into the network. 
scf,scf:net-08.1,NET-08.1,Controls,1,719,DMZ Networks,"Mechanisms exist to require De-Militarized Zone (DMZ) network segments to separate untrusted networks from trusted networks.

Methods To Comply With SCF Controls:
- Architectural review board
- System Security Plan (SSP)"
scf,scf:net-08.2,NET-08.2,Controls,1,720,Wireless Intrusion Detection / Prevention Systems (WIDS / WIPS),Mechanisms exist to require wireless network segments to implement Wireless Intrusion Detection / Prevention Systems (WIDS/WIPS) technologies.
scf,scf:net-09,NET-09,Controls,1,721,Session Integrity ,"Mechanisms exist to protect the authenticity and integrity of communications sessions. 

Methods To Comply With SCF Controls:
- PKI for non-repudiation"
scf,scf:net-09.1,NET-09.1,Controls,1,722,Invalidate Session Identifiers at Logout,Automated mechanisms exist to invalidate session identifiers upon user logout or other session termination. 
scf,scf:net-09.2,NET-09.2,Controls,1,723,Unique System-Generated Session Identifiers,Automated mechanisms exist to generate and recognize unique session identifiers for each session.
scf,scf:net-10,NET-10,Controls,1,724,Domain Name Service (DNS) Resolution ,"Mechanisms exist to ensure Domain Name Service (DNS) resolution is designed, implemented and managed to protect the security of name / address resolution."
scf,scf:net-10.1,NET-10.1,Controls,1,725,Architecture & Provisioning for Name / Address Resolution Service,Mechanisms exist to ensure systems that collectively provide Domain Name Service (DNS) resolution service for are fault-tolerant and implement internal/external role separation. 
scf,scf:net-10.2,NET-10.2,Controls,1,726,Secure Name / Address Resolution Service (Recursive or Caching Resolver),Mechanisms exist to perform data origin authentication and data integrity verification on the Domain Name Service (DNS) resolution responses received from authoritative sources when requested by client systems. 
scf,scf:net-10.3,NET-10.3,Controls,1,727,Sender Policy Framework (SPF),Mechanisms exist to validate the legitimacy of email communications through configuring a Domain Naming Service (DNS) Sender Policy Framework (SPF) record to specify the IP addresses and/or hostnames that are authorized to send email from the specified domain.
scf,scf:net-10.4,NET-10.4,Controls,1,728,Domain Registrar Security,"Mechanisms exist to lock the domain name registrar to prevent a denial of service caused by unauthorized deletion, transfer or other unauthorized modification of a domain’s registration details."
scf,scf:net-11,NET-11,Controls,1,729,Out-of-Band Channels ,"Mechanisms exist to utilize out-of-band channels for the electronic transmission of information and/or the physical shipment of system components or devices to authorized individuals. 

Methods To Comply With SCF Controls:
- Signature delivery (courier service)"
scf,scf:net-12,NET-12,Controls,1,730,Safeguarding Data Over Open Networks ,"Cryptographic mechanisms exist to implement strong cryptography and security protocols to safeguard sensitive data during transmission over open, public networks. "
scf,scf:net-12.1,NET-12.1,Controls,1,731,Wireless Link Protection,"Mechanisms exist to protect external and internal wireless links from signal parameter attacks through monitoring for unauthorized wireless connections, including scanning for unauthorized wireless access points and taking appropriate action, if an unauthorized connection is discovered."
scf,scf:net-12.2,NET-12.2,Controls,1,732,End-User Messaging Technologies,"Mechanisms exist to prohibit the transmission of unprotected sensitive data by end-user messaging technologies. 

Methods To Comply With SCF Controls:
- Acceptable Use Policy (AUP)
- Data Loss Prevention (DLP)"
scf,scf:net-13,NET-13,Controls,1,733,Electronic Messaging,"Mechanisms exist to protect the confidentiality, integrity and availability of electronic messaging communications."
scf,scf:net-14,NET-14,Controls,1,734,Remote Access ,"Mechanisms exist to define, control and review organization-approved, secure remote access methods."
scf,scf:net-14.1,NET-14.1,Controls,1,735,Automated Monitoring & Control ,Automated mechanisms exist to monitor and control remote access sessions. 
scf,scf:net-14.2,NET-14.2,Controls,1,736,Protection of Confidentiality / Integrity Using Encryption,"Cryptographic mechanisms exist to protect the confidentiality and integrity of remote access sessions (e.g., VPN). "
scf,scf:net-14.3,NET-14.3,Controls,1,737,Managed Access Control Points,"Mechanisms exist to route all remote accesses through managed network access control points (e.g., VPN concentrator)."
scf,scf:net-14.4,NET-14.4,Controls,1,738,Remote Privileged Commands & Sensitive Data Access,Mechanisms exist to restrict the execution of privileged commands and access to security-relevant information via remote access only for compelling operational needs. 
scf,scf:net-14.5,NET-14.5,Controls,1,739,Work From Anywhere (WFA) - Telecommuting Security,Mechanisms exist to define secure telecommuting practices and govern remote access to systems and data for remote workers. 
scf,scf:net-14.6,NET-14.6,Controls,1,740,Third-Party Remote Access Governance,"Mechanisms exist to proactively control and monitor third-party accounts used to access, support, or maintain system components via remote access."
scf,scf:net-14.7,NET-14.7,Controls,1,741,Endpoint Security Validation ,"Mechanisms exist to validate software versions/patch levels and control remote devices connecting to corporate networks or storing and accessing organization information. 

Methods To Comply With SCF Controls:
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)"
scf,scf:net-14.8,NET-14.8,Controls,1,742,Expeditious Disconnect / Disable Capability ,Mechanisms exist to provide the capability to expeditiously disconnect or disable a user's remote access session.
scf,scf:net-15,NET-15,Controls,1,743,Wireless Networking ,Mechanisms exist to control authorized wireless usage and monitor for unauthorized wireless access.
scf,scf:net-15.1,NET-15.1,Controls,1,744,Authentication & Encryption,Mechanisms exist to exist to protect wireless access through authentication and strong encryption. 
scf,scf:net-15.2,NET-15.2,Controls,1,745,Disable Wireless Networking,Mechanisms exist to disable unnecessary wireless networking capabilities that are internally embedded within system components prior to issuance to end users. 
scf,scf:net-15.3,NET-15.3,Controls,1,746,Restrict Configuration By Users,Mechanisms exist to identify and explicitly authorize users who are allowed to independently configure wireless networking capabilities. 
scf,scf:net-15.4,NET-15.4,Controls,1,747,Wireless Boundaries,Mechanisms exist to confine wireless communications to organization-controlled boundaries. 
scf,scf:net-15.5,NET-15.5,Controls,1,748,Rogue Wireless Detection,Mechanisms exist to test for the presence of Wireless Access Points (WAPs) and identify all authorized and unauthorized WAPs within the facility(ies). 
scf,scf:net-16,NET-16,Controls,1,749,Intranets,"Mechanisms exist to establish trust relationships with other organizations owning, operating, and/or maintaining intranet systems, allowing authorized individuals to: "
scf,scf:net-17,NET-17,Controls,1,750,Data Loss Prevention (DLP) ,"Automated mechanisms exist to implement Data Loss Prevention (DLP) to protect sensitive information as it is stored, transmitted and processed.

Methods To Comply With SCF Controls:
- Data Loss Prevention (DLP)"
scf,scf:net-18,NET-18,Controls,1,751,DNS & Content Filtering ,Mechanisms exist to force Internet-bound network traffic through a proxy device for URL content filtering and DNS filtering to limit a user's ability to connect to dangerous or prohibited Internet sites.
scf,scf:net-18.1,NET-18.1,Controls,1,752,Route Traffic to Proxy Servers,Mechanisms exist to route internal communications traffic to external networks through organization-approved proxy servers at managed interfaces. 
scf,scf:net-18.2,NET-18.2,Controls,1,753,Visibility of Encrypted Communications,Mechanisms exist to configure the proxy to make encrypted communications traffic visible to monitoring tools and mechanisms.
scf,scf:net-18.3,NET-18.3,Controls,1,754,Route Privileged Network Access,"Automated mechanisms exist to route networked, privileged accesses through a dedicated, managed interface for purposes of access control and auditing."
scf,scf:pes-01,PES-01,Controls,1,755,Physical & Environmental Protections,Mechanisms exist to facilitate the operation of physical and environmental protection controls. 
scf,scf:pes-01.1,PES-01.1,Controls,1,756,Site Security Plan (SitePlan),"Mechanisms exist to document a Site Security Plan (SitePlan) for each server and communications room to summarize the implemented security controls to protect physical access to technology assets, as well as applicable risks and threats."
scf,scf:pes-02,PES-02,Controls,1,757,Physical Access Authorizations ,Physical access control mechanisms exist to maintain a current list of personnel with authorized access to organizational facilities (except for those areas within the facility officially designated as publicly accessible).
scf,scf:pes-02.1,PES-02.1,Controls,1,758,Role-Based Physical Access,Physical access control mechanisms exist to authorize physical access to facilities based on the position or role of the individual.
scf,scf:pes-02.2,PES-02.2,Controls,1,759,Dual Authorization for Physical Access,"Mechanisms exist to enforce a ""two-person rule"" for physical access by requiring two authorized individuals with separate access cards, keys or PINs, to access highly-sensitive areas (e.g., safe, high-security cage, etc.)."
scf,scf:pes-03,PES-03,Controls,1,760,Physical Access Control ,"Physical access control mechanisms exist to enforce physical access authorizations for all physical access points (including designated entry/exit points) to facilities (excluding those areas within the facility officially designated as publicly accessible).

Methods To Comply With SCF Controls:
- Security guards
- Verify individual access authorizations before granting access to the facility.
- Control entry to the facility containing the system using physical access devices and/or guards.
- Control access to areas officially designated as publicly accessible in accordance with the organization’s assessment of risk.
- Secure keys, combinations and other physical access devices.
- Change combinations and keys and when keys are lost, combinations are compromised or individuals are transferred or terminated."
scf,scf:pes-03.1,PES-03.1,Controls,1,761,Controlled Ingress & Egress Points,Physical access control mechanisms exist to limit and monitor physical access through controlled ingress and egress points.
scf,scf:pes-03.2,PES-03.2,Controls,1,762,Lockable Physical Casings,"Physical access control mechanisms exist to protect system components from unauthorized physical access (e.g., lockable physical casings). 

Methods To Comply With SCF Controls:
- CCTV
- Lockable server/network racks
- Logged access badges to access server rooms"
scf,scf:pes-03.3,PES-03.3,Controls,1,763,Physical Access Logs ,"Physical access control mechanisms exist to generate a log entry for each access through controlled ingress and egress points.

Methods To Comply With SCF Controls:
- Visitor logbook
- iLobby (https://goilobby.com/)
- The Receptionist (https://thereceptionist.com/)
- LobbyGuard (http://lobbyguard.com/)"
scf,scf:pes-03.4,PES-03.4,Controls,1,764,Access To Information Systems,"Physical access control mechanisms exist to enforce physical access to critical information systems or sensitive data, in addition to the physical access controls for the facility."
scf,scf:pes-04,PES-04,Controls,1,765,"Physical Security of Offices, Rooms & Facilities","Mechanisms exist to identify systems, equipment and respective operating environments that require limited physical access so that appropriate physical access controls are designed and implemented for offices, rooms and facilities. 

Methods To Comply With SCF Controls:
- ""clean desk"" policy
- Management spot checks"
scf,scf:pes-04.1,PES-04.1,Controls,1,766,Working in Secure Areas,"Physical security mechanisms exist to allow only authorized personnel access to secure areas. 

Methods To Comply With SCF Controls:
- Visitor escorts"
scf,scf:pes-04.2,PES-04.2,Controls,1,767,Searches,"Physical access control mechanisms exist to inspect personnel and their personal effects (e.g., personal property ordinarily worn or carried by the individual, including vehicles) to prevent the unauthorized exfiltration of data and technology assets."
scf,scf:pes-04.3,PES-04.3,Controls,1,768,Temporary Storage,"Physical access control mechanisms exist to temporarily store undelivered packages or deliveries in a dedicated, secure area (e.g., security cage, secure room) that is locked, access-controlled and monitored with surveillance cameras and/or security guards."
scf,scf:pes-05,PES-05,Controls,1,769,Monitoring Physical Access,"Physical access control mechanisms exist to monitor for, detect and respond to physical security incidents."
scf,scf:pes-05.1,PES-05.1,Controls,1,770,Intrusion Alarms / Surveillance Equipment ,"Physical access control mechanisms exist to monitor physical intrusion alarms and surveillance equipment. 

Methods To Comply With SCF Controls:
- CCTV"
scf,scf:pes-05.2,PES-05.2,Controls,1,771,Monitoring Physical Access To Information Systems,"Facility security mechanisms exist to monitor physical access to critical information systems or sensitive data, in addition to the physical access monitoring of the facility."
scf,scf:pes-06,PES-06,Controls,1,772,Visitor Control,"Physical access control mechanisms exist to identify, authorize and monitor visitors before allowing access to the facility (other than areas designated as publicly accessible). 

Methods To Comply With SCF Controls:
- Visitor logbook
- iLobby (https://goilobby.com/)
- The Receptionist (https://thereceptionist.com/)
- LobbyGuard (http://lobbyguard.com/)"
scf,scf:pes-06.1,PES-06.1,Controls,1,773,Distinguish Visitors from On-Site Personnel,"Physical access control mechanisms exist to easily distinguish between onsite personnel and visitors, especially in areas where sensitive data is accessible. 

Methods To Comply With SCF Controls:
- Visible badges for visitors that are different from organizational personnel
"
scf,scf:pes-06.2,PES-06.2,Controls,1,774,Identification Requirement,Physical access control mechanisms exist to requires at least one (1) form of government-issued photo identification to authenticate individuals before they can gain access to the facility.
scf,scf:pes-06.3,PES-06.3,Controls,1,775,Restrict Unescorted Access,"Physical access control mechanisms exist to restrict unescorted access to facilities to personnel with required security clearances, formal access authorizations and validated the need for access. "
scf,scf:pes-06.4,PES-06.4,Controls,1,776,Automated Records Management & Review,Automated mechanisms exist to facilitate the maintenance and review of visitor access records.
scf,scf:pes-06.5,PES-06.5,Controls,1,777,Minimize Visitor Personal Data (PD),Mechanisms exist to minimize the collection of Personal Data (PD) contained in visitor access records.
scf,scf:pes-06.6,PES-06.6,Controls,1,778,Visitor Access Revocation,"Mechanisms exist to ensure visitor badges, or other issued identification, are surrendered before visitors leave the facility or are deactivated at a pre-determined time/date of expiration."
scf,scf:pes-07,PES-07,Controls,1,779,Supporting Utilities ,Facility security mechanisms exist to protect power equipment and power cabling for the system from damage and destruction. 
scf,scf:pes-07.1,PES-07.1,Controls,1,780,Automatic Voltage Controls,Facility security mechanisms exist to utilize automatic voltage controls for critical system components. 
scf,scf:pes-07.2,PES-07.2,Controls,1,781,Emergency Shutoff,Facility security mechanisms exist to shut off power in emergency situations by:
scf,scf:pes-07.3,PES-07.3,Controls,1,782,Emergency Power,"Facility security mechanisms exist to supply alternate power, capable of maintaining minimally-required operational capability, in the event of an extended loss of the primary power source."
scf,scf:pes-07.4,PES-07.4,Controls,1,783,Emergency Lighting,Facility security mechanisms exist to utilize and maintain automatic emergency lighting that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility. 
scf,scf:pes-07.5,PES-07.5,Controls,1,784,Water Damage Protection,"Facility security mechanisms exist to protect systems from damage resulting from water leakage by providing master shutoff valves that are accessible, working properly and known to key personnel. 

Methods To Comply With SCF Controls:
- Water leak sensors
- Humidity sensors"
scf,scf:pes-07.6,PES-07.6,Controls,1,785,Automation Support for Water Damage Protection,Facility security mechanisms exist to detect the presence of water in the vicinity of critical information systems and alert facility maintenance and IT personnel. 
scf,scf:pes-07.7,PES-07.7,Controls,1,786,Redundant Cabling,Mechanisms exist to employ redundant power cabling paths that are physically separated to ensure that power continues to flow in the event one of the cables is cut or otherwise damaged.
scf,scf:pes-08,PES-08,Controls,1,787,Fire Protection,Facility security mechanisms exist to utilize and maintain fire suppression and detection devices/systems for the system that are supported by an independent energy source. 
